UDI,Product ID,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,diff,Type_H,Type_L,Type_M
7998,M22857,301.0,312.2,2710,9.7,143,True,False,False,True,False,False,0,False,False,True
8027,L55206,300.7,311.9,1399,50.2,222,True,False,False,False,True,False,0,False,True,False
8112,M22971,300.4,311.8,1553,33.1,209,True,True,False,False,False,False,0,False,False,True
8193,L55372,299.6,310.9,1229,65.2,209,True,False,False,False,True,False,0,False,True,False
8196,L55375,299.4,310.8,1376,53.9,215,True,False,False,False,True,False,0,False,True,False
8200,L55379,299.2,310.7,1737,27.0,225,True,True,False,False,False,False,0,False,True,False
8246,M23105,299.0,310.3,1303,68.6,111,True,False,False,True,False,False,0,False,False,True
8308,M23167,298.7,310.1,1402,69.7,64,True,False,False,True,False,False,0,False,False,True
8358,L55537,298.5,309.5,1385,46.3,203,True,True,False,False,False,False,0,False,True,False
8399,L55578,298.5,309.7,2617,12.1,102,True,False,False,True,False,False,0,False,True,False
8438,L55617,298.7,309.8,1181,65.9,203,True,False,False,False,True,False,0,False,True,False
8583,M23442,297.5,308.1,1334,72.0,151,True,False,False,True,False,False,0,False,False,True
8609,L55788,297.4,308.4,1369,50.6,220,True,False,False,False,True,False,0,False,True,False
8610,L55789,297.4,308.3,1475,40.5,222,True,True,False,False,False,False,0,False,True,False
8691,L55870,297.1,308.5,1323,44.4,207,True,True,False,False,False,False,0,False,True,False
9015,M23874,297.2,308.1,1340,61.3,207,True,False,False,False,True,False,0,False,False,True
9017,L56196,297.3,308.2,1396,52.7,212,True,False,False,False,True,False,0,False,True,False
9019,L56198,297.3,308.1,1615,35.4,217,True,True,False,False,False,False,0,False,True,False
9175,L56354,297.8,308.9,1871,25.6,200,True,True,False,False,False,False,0,False,True,False
9176,L56355,297.8,309.0,1403,64.2,0,True,False,False,True,False,False,0,False,True,False
9415,L56594,298.1,308.6,1354,53.9,207,True,False,False,False,True,False,0,False,True,False
9494,L56673,299.1,309.8,1398,55.4,217,True,False,False,False,True,False,0,False,True,False
9577,L56756,299.6,310.7,1922,23.3,205,True,True,False,False,False,False,0,False,True,False
9614,L56793,299.0,310.2,1377,62.5,92,True,False,False,True,False,False,0,False,True,False
9654,L56833,299.0,309.9,1373,55.7,201,True,False,False,False,True,False,0,False,True,False
9655,L56834,299.1,310.0,1367,56.3,203,True,False,False,False,True,False,0,False,True,False
9660,L56839,298.9,309.8,1287,61.9,216,True,False,False,False,True,False,0,False,True,False
9664,L56843,299.1,310.1,1435,48.8,229,True,False,False,False,True,False,0,False,True,False
9665,L56844,299.1,310.2,1317,54.8,231,True,False,False,False,True,False,0,False,True,False
9668,L56847,299.2,310.3,1352,48.9,238,True,False,False,False,True,False,0,False,True,False
9759,L56938,298.6,309.8,2271,16.2,218,True,True,False,False,False,False,0,False,True,False
9765,L56944,298.5,309.5,1294,66.7,12,True,False,False,True,False,False,0,False,True,False
9823,L57002,298.5,309.4,1360,60.9,187,True,False,False,False,True,False,0,False,True,False
9831,L57010,298.3,309.3,1337,56.1,206,True,False,False,False,True,False,0,False,True,False
1,M14860,298.1,308.6,1551,42.8,0,False,False,False,False,False,False,0,False,False,True
2,L47181,298.2,308.7,1408,46.3,3,False,False,False,False,False,False,0,False,True,False
3,L47182,298.1,308.5,1498,49.4,5,False,False,False,False,False,False,0,False,True,False
4,L47183,298.2,308.6,1433,39.5,7,False,False,False,False,False,False,0,False,True,False
5,L47184,298.2,308.7,1408,40.0,9,False,False,False,False,False,False,0,False,True,False
6,M14865,298.1,308.6,1425,41.9,11,False,False,False,False,False,False,0,False,False,True
7,L47186,298.1,308.6,1558,42.4,14,False,False,False,False,False,False,0,False,True,False
8,L47187,298.1,308.6,1527,40.2,16,False,False,False,False,False,False,0,False,True,False
9,M14868,298.3,308.7,1667,28.6,18,False,False,False,False,False,False,0,False,False,True
10,M14869,298.5,309.0,1741,28.0,21,False,False,False,False,False,False,0,False,False,True
11,H29424,298.4,308.9,1782,23.9,24,False,False,False,False,False,False,0,True,False,False
12,H29425,298.6,309.1,1423,44.3,29,False,False,False,False,False,False,0,True,False,False
13,M14872,298.6,309.1,1339,51.1,34,False,False,False,False,False,False,0,False,False,True
14,M14873,298.6,309.2,1742,30.0,37,False,False,False,False,False,False,0,False,False,True
15,L47194,298.6,309.2,2035,19.6,40,False,False,False,False,False,False,0,False,True,False
16,L47195,298.6,309.2,1542,48.4,42,False,False,False,False,False,False,0,False,True,False
17,M14876,298.6,309.2,1311,46.6,44,False,False,False,False,False,False,0,False,False,True
18,M14877,298.7,309.2,1410,45.6,47,False,False,False,False,False,False,0,False,False,True
19,H29432,298.8,309.2,1306,54.5,50,False,False,False,False,False,False,0,True,False,False
20,M14879,298.9,309.3,1632,32.5,55,False,False,False,False,False,False,0,False,False,True
21,H29434,298.9,309.3,1375,42.7,58,False,False,False,False,False,False,0,True,False,False
22,L47201,298.8,309.3,1450,44.8,63,False,False,False,False,False,False,0,False,True,False
23,M14882,298.9,309.3,1581,30.7,65,False,False,False,False,False,False,0,False,False,True
24,L47203,299.0,309.4,1758,25.7,68,False,False,False,False,False,False,0,False,True,False
25,M14884,299.0,309.4,1561,37.3,70,False,False,False,False,False,False,0,False,False,True
26,L47205,299.0,309.5,1861,23.3,73,False,False,False,False,False,False,0,False,True,False
27,L47206,299.1,309.5,1512,39.0,75,False,False,False,False,False,False,0,False,True,False
28,H29441,299.1,309.4,1811,24.6,77,False,False,False,False,False,False,0,True,False,False
29,L47208,299.1,309.4,1439,44.2,82,False,False,False,False,False,False,0,False,True,False
30,L47209,299.0,309.4,1693,30.1,84,False,False,False,False,False,False,0,False,True,False
31,M14890,299.1,309.5,1339,48.2,86,False,False,False,False,False,False,0,False,False,True
32,L47211,299.0,309.4,1798,25.5,89,False,False,False,False,False,False,0,False,True,False
33,L47212,299.0,309.4,1419,48.3,91,False,False,False,False,False,False,0,False,True,False
34,L47213,298.9,309.3,1665,32.5,93,False,False,False,False,False,False,0,False,True,False
35,M14894,298.8,309.1,1559,34.7,95,False,False,False,False,False,False,0,False,False,True
36,M14895,298.8,309.2,1452,48.6,98,False,False,False,False,False,False,0,False,False,True
37,M14896,298.9,309.2,1581,36.7,101,False,False,False,False,False,False,0,False,False,True
38,L47217,298.8,309.1,1439,39.2,104,False,False,False,False,False,False,0,False,True,False
39,H29452,298.9,309.2,1379,50.7,106,False,False,False,False,False,False,0,True,False,False
40,L47219,298.8,309.1,1350,52.5,111,False,False,False,False,False,False,0,False,True,False
41,L47220,298.8,309.1,1362,45.4,113,False,False,False,False,False,False,0,False,True,False
42,L47221,298.8,309.1,1368,50.8,115,False,False,False,False,False,False,0,False,True,False
43,M14902,298.8,309.1,1368,49.1,117,False,False,False,False,False,False,0,False,False,True
44,H29457,298.8,309.2,1372,48.5,120,False,False,False,False,False,False,0,True,False,False
45,M14904,298.8,309.1,1472,47.5,125,False,False,False,False,False,False,0,False,False,True
46,L47225,298.8,309.1,1489,49.1,128,False,False,False,False,False,False,0,False,True,False
47,M14906,298.7,309.0,1843,25.8,130,False,False,False,False,False,False,0,False,False,True
48,L47227,298.8,309.1,1418,46.3,133,False,False,False,False,False,False,0,False,True,False
49,H29462,298.8,309.2,1425,53.9,135,False,False,False,False,False,False,0,True,False,False
50,M14909,298.9,309.2,1412,44.1,140,False,False,False,False,False,False,0,False,False,True
52,L47231,298.9,309.1,1383,54.9,145,False,False,False,False,False,False,0,False,True,False
53,H29466,298.8,309.0,1497,43.8,147,False,False,False,False,False,False,0,True,False,False
54,L47233,298.7,309.0,1565,35.1,152,False,False,False,False,False,False,0,False,True,False
55,L47234,298.7,309.0,1691,30.1,154,False,False,False,False,False,False,0,False,True,False
56,L47235,298.8,309.1,1512,40.7,156,False,False,False,False,False,False,0,False,True,False
57,L47236,298.8,309.1,1477,42.4,158,False,False,False,False,False,False,0,False,True,False
58,L47237,298.8,309.1,1513,40.3,160,False,False,False,False,False,False,0,False,True,False
59,M14918,298.8,309.0,1661,29.5,162,False,False,False,False,False,False,0,False,False,True
60,L47239,298.8,309.1,1378,54.4,165,False,False,False,False,False,False,0,False,True,False
61,L47240,298.8,309.1,1393,52.6,167,False,False,False,False,False,False,0,False,True,False
62,M14921,298.8,309.0,1592,38.2,169,False,False,False,False,False,False,0,False,False,True
63,L47242,298.8,309.0,1829,22.9,172,False,False,False,False,False,False,0,False,True,False
64,M14923,298.9,309.0,1812,25.9,174,False,False,False,False,False,False,0,False,False,True
65,L47244,299.0,309.1,1523,38.6,177,False,False,False,False,False,False,0,False,True,False
66,L47245,299.0,309.1,1394,45.1,179,False,False,False,False,False,False,0,False,True,False
67,M14926,298.9,308.9,1679,28.7,181,False,False,False,False,False,False,0,False,False,True
68,H29481,298.8,308.9,1466,44.1,184,False,False,False,False,False,False,0,True,False,False
69,L47248,298.8,308.9,1527,32.4,189,False,False,False,False,False,False,0,False,True,False
71,M14930,298.9,309.0,1924,22.6,193,False,False,False,False,False,False,0,False,False,True
72,L47251,298.9,309.1,1452,45.5,196,False,False,False,False,False,False,0,False,True,False
73,L47252,298.9,309.1,1369,44.4,198,False,False,False,False,False,False,0,False,True,False
74,L47253,299.0,309.1,1592,35.0,200,False,False,False,False,False,False,0,False,True,False
75,L47254,298.9,309.0,1601,32.3,202,False,False,False,False,False,False,0,False,True,False
76,L47255,298.8,308.9,1379,46.7,204,False,False,False,False,False,False,0,False,True,False
77,L47256,298.8,308.9,1461,47.9,206,False,False,False,False,False,False,0,False,True,False
79,L47258,298.8,308.9,1398,51.5,0,False,False,False,False,False,False,0,False,True,False
80,L47259,298.8,308.9,1402,37.9,2,False,False,False,False,False,False,0,False,True,False
81,H29494,298.8,308.8,1445,49.9,4,False,False,False,False,False,False,0,True,False,False
82,L47261,298.9,308.9,1450,47.5,9,False,False,False,False,False,False,0,False,True,False
83,L47262,298.9,308.9,1453,40.8,11,False,False,False,False,False,False,0,False,True,False
84,L47263,299.0,309.0,1469,40.1,13,False,False,False,False,False,False,0,False,True,False
85,L47264,298.9,308.9,1422,47.6,15,False,False,False,False,False,False,0,False,True,False
86,M14945,299.0,309.0,1804,26.8,17,False,False,False,False,False,False,0,False,False,True
87,H29500,299.0,309.0,1436,43.9,20,False,False,False,False,False,False,0,True,False,False
88,L47267,299.0,309.0,1544,31.8,25,False,False,False,False,False,False,0,False,True,False
89,M14948,299.0,309.0,1419,45.2,27,False,False,False,False,False,False,0,False,False,True
90,M14949,298.9,308.9,1487,39.5,30,False,False,False,False,False,False,0,False,False,True
91,L47270,298.9,308.9,1753,25.8,33,False,False,False,False,False,False,0,False,True,False
92,L47271,298.9,308.9,1830,24.9,35,False,False,False,False,False,False,0,False,True,False
93,M14952,298.9,308.9,1727,27.1,37,False,False,False,False,False,False,0,False,False,True
94,L47273,299.1,309.0,1450,43.0,40,False,False,False,False,False,False,0,False,True,False
95,L47274,299.0,308.9,1622,31.9,42,False,False,False,False,False,False,0,False,True,False
96,M14955,299.0,309.0,1351,52.2,44,False,False,False,False,False,False,0,False,False,True
97,M14956,299.0,309.0,1575,35.3,47,False,False,False,False,False,False,0,False,False,True
98,M14957,298.9,308.9,1750,29.9,50,False,False,False,False,False,False,0,False,False,True
99,L47278,298.9,308.8,1529,32.7,53,False,False,False,False,False,False,0,False,True,False
100,L47279,298.8,308.8,1523,44.4,55,False,False,False,False,False,False,0,False,True,False
101,L47280,298.8,308.9,1852,25.0,57,False,False,False,False,False,False,0,False,True,False
102,L47281,298.8,308.8,1991,20.7,59,False,False,False,False,False,False,0,False,True,False
103,L47282,298.8,308.8,1555,40.6,61,False,False,False,False,False,False,0,False,True,False
104,M14963,298.8,308.8,1441,40.5,63,False,False,False,False,False,False,0,False,False,True
105,L47284,298.8,308.7,1450,43.4,66,False,False,False,False,False,False,0,False,True,False
106,L47285,298.8,308.7,1591,31.1,68,False,False,False,False,False,False,0,False,True,False
107,L47286,298.8,308.7,1445,48.5,70,False,False,False,False,False,False,0,False,True,False
108,M14967,298.8,308.8,1497,46.8,72,False,False,False,False,False,False,0,False,False,True
109,H29522,298.9,308.8,1621,32.7,75,False,False,False,False,False,False,0,True,False,False
110,L47289,298.9,308.7,1572,34.1,80,False,False,False,False,False,False,0,False,True,False
111,L47290,298.8,308.6,1872,22.5,82,False,False,False,False,False,False,0,False,True,False
112,H29525,298.7,308.6,1499,43.5,84,False,False,False,False,False,False,0,True,False,False
113,M14972,298.8,308.7,1498,39.5,89,False,False,False,False,False,False,0,False,False,True
114,M14973,298.8,308.6,1486,41.9,92,False,False,False,False,False,False,0,False,False,True
115,L47294,298.8,308.6,1680,29.4,95,False,False,False,False,False,False,0,False,True,False
116,L47295,298.8,308.6,1431,45.7,97,False,False,False,False,False,False,0,False,True,False
117,L47296,298.9,308.7,1564,34.1,99,False,False,False,False,False,False,0,False,True,False
118,L47297,298.8,308.6,1599,33.0,101,False,False,False,False,False,False,0,False,True,False
119,M14978,298.8,308.6,1707,28.1,103,False,False,False,False,False,False,0,False,False,True
120,L47299,298.7,308.5,1467,40.7,106,False,False,False,False,False,False,0,False,True,False
121,L47300,298.9,308.7,1433,44.7,108,False,False,False,False,False,False,0,False,True,False
122,L47301,298.9,308.7,1558,41.2,110,False,False,False,False,False,False,0,False,True,False
123,L47302,299.0,308.8,1310,50.7,112,False,False,False,False,False,False,0,False,True,False
124,L47303,298.9,308.7,1546,43.4,114,False,False,False,False,False,False,0,False,True,False
125,L47304,298.9,308.7,1727,29.4,116,False,False,False,False,False,False,0,False,True,False
126,L47305,298.9,308.6,1560,32.2,118,False,False,False,False,False,False,0,False,True,False
127,L47306,299.0,308.6,1329,60.5,120,False,False,False,False,False,False,0,False,True,False
128,L47307,298.9,308.6,1413,46.5,122,False,False,False,False,False,False,0,False,True,False
129,L47308,299.0,308.6,1587,38.6,124,False,False,False,False,False,False,0,False,True,False
130,L47309,298.9,308.5,1559,34.3,126,False,False,False,False,False,False,0,False,True,False
131,L47310,298.8,308.4,1473,41.1,128,False,False,False,False,False,False,0,False,True,False
132,L47311,298.8,308.4,1737,27.7,130,False,False,False,False,False,False,0,False,True,False
133,M14992,298.7,308.4,1441,43.2,132,False,False,False,False,False,False,0,False,False,True
134,M14993,298.7,308.4,1430,49.6,135,False,False,False,False,False,False,0,False,False,True
135,L47314,298.8,308.4,1369,53.0,138,False,False,False,False,False,False,0,False,True,False
136,M14995,298.8,308.5,1711,28.5,140,False,False,False,False,False,False,0,False,False,True
137,H29550,298.7,308.5,1420,45.7,143,False,False,False,False,False,False,0,True,False,False
138,L47317,298.7,308.6,1297,55.3,148,False,False,False,False,False,False,0,False,True,False
139,H29552,298.8,308.6,1449,49.4,150,False,False,False,False,False,False,0,True,False,False
140,L47319,298.8,308.6,1268,55.8,155,False,False,False,False,False,False,0,False,True,False
141,L47320,298.8,308.6,1511,36.1,157,False,False,False,False,False,False,0,False,True,False
142,L47321,298.7,308.5,1544,35.2,159,False,False,False,False,False,False,0,False,True,False
143,M15002,298.6,308.4,1778,28.2,161,False,False,False,False,False,False,0,False,False,True
144,H29557,298.6,308.4,1407,50.5,164,False,False,False,False,False,False,0,True,False,False
145,M15004,298.6,308.4,1391,42.4,169,False,False,False,False,False,False,0,False,False,True
