UDI,Product ID,Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,diff,Type_H,Type_L,Type_M
39,H29452,1379,50.7,106,False,False,False,False,False,False,0,True,False,False
40,L47219,1350,52.5,111,False,False,False,False,False,False,0,False,True,False
41,L47220,1362,45.4,113,False,False,False,False,False,False,0,False,True,False
42,L47221,1368,50.8,115,False,False,False,False,False,False,0,False,True,False
43,M14902,1368,49.1,117,False,False,False,False,False,False,0,False,False,True
44,H29457,1372,48.5,120,False,False,False,False,False,False,0,True,False,False
45,M14904,1472,47.5,125,False,False,False,False,False,False,0,False,False,True
46,L47225,1489,49.1,128,False,False,False,False,False,False,0,False,True,False
47,M14906,1843,25.8,130,False,False,False,False,False,False,0,False,False,True
48,L47227,1418,46.3,133,False,False,False,False,False,False,0,False,True,False
49,H29462,1425,53.9,135,False,False,False,False,False,False,0,True,False,False
50,M14909,1412,44.1,140,False,False,False,False,False,False,0,False,False,True
52,L47231,1383,54.9,145,False,False,False,False,False,False,0,False,True,False
53,H29466,1497,43.8,147,False,False,False,False,False,False,0,True,False,False
54,L47233,1565,35.1,152,False,False,False,False,False,False,0,False,True,False
55,L47234,1691,30.1,154,False,False,False,False,False,False,0,False,True,False
56,L47235,1512,40.7,156,False,False,False,False,False,False,0,False,True,False
57,L47236,1477,42.4,158,False,False,False,False,False,False,0,False,True,False
58,L47237,1513,40.3,160,False,False,False,False,False,False,0,False,True,False
59,M14918,1661,29.5,162,False,False,False,False,False,False,0,False,False,True
60,L47239,1378,54.4,165,False,False,False,False,False,False,0,False,True,False
61,L47240,1393,52.6,167,False,False,False,False,False,False,0,False,True,False
62,M14921,1592,38.2,169,False,False,False,False,False,False,0,False,False,True
63,L47242,1829,22.9,172,False,False,False,False,False,False,0,False,True,False
64,M14923,1812,25.9,174,False,False,False,False,False,False,0,False,False,True
65,L47244,1523,38.6,177,False,False,False,False,False,False,0,False,True,False
66,L47245,1394,45.1,179,False,False,False,False,False,False,0,False,True,False
67,M14926,1679,28.7,181,False,False,False,False,False,False,0,False,False,True
68,H29481,1466,44.1,184,False,False,False,False,False,False,0,True,False,False
69,L47248,1527,32.4,189,False,False,False,False,False,False,0,False,True,False
71,M14930,1924,22.6,193,False,False,False,False,False,False,0,False,False,True
72,L47251,1452,45.5,196,False,False,False,False,False,False,0,False,True,False
73,L47252,1369,44.4,198,False,False,False,False,False,False,0,False,True,False
74,L47253,1592,35.0,200,False,False,False,False,False,False,0,False,True,False
75,L47254,1601,32.3,202,False,False,False,False,False,False,0,False,True,False
76,L47255,1379,46.7,204,False,False,False,False,False,False,0,False,True,False
77,L47256,1461,47.9,206,False,False,False,False,False,False,0,False,True,False
79,L47258,1398,51.5,0,False,False,False,False,False,False,0,False,True,False
80,L47259,1402,37.9,2,False,False,False,False,False,False,0,False,True,False
81,H29494,1445,49.9,4,False,False,False,False,False,False,0,True,False,False
82,L47261,1450,47.5,9,False,False,False,False,False,False,0,False,True,False
83,L47262,1453,40.8,11,False,False,False,False,False,False,0,False,True,False
84,L47263,1469,40.1,13,False,False,False,False,False,False,0,False,True,False
85,L47264,1422,47.6,15,False,False,False,False,False,False,0,False,True,False
86,M14945,1804,26.8,17,False,False,False,False,False,False,0,False,False,True
87,H29500,1436,43.9,20,False,False,False,False,False,False,0,True,False,False
88,L47267,1544,31.8,25,False,False,False,False,False,False,0,False,True,False
89,M14948,1419,45.2,27,False,False,False,False,False,False,0,False,False,True
90,M14949,1487,39.5,30,False,False,False,False,False,False,0,False,False,True
91,L47270,1753,25.8,33,False,False,False,False,False,False,0,False,True,False
92,L47271,1830,24.9,35,False,False,False,False,False,False,0,False,True,False
93,M14952,1727,27.1,37,False,False,False,False,False,False,0,False,False,True
94,L47273,1450,43.0,40,False,False,False,False,False,False,0,False,True,False
95,L47274,1622,31.9,42,False,False,False,False,False,False,0,False,True,False
96,M14955,1351,52.2,44,False,False,False,False,False,False,0,False,False,True
97,M14956,1575,35.3,47,False,False,False,False,False,False,0,False,False,True
98,M14957,1750,29.9,50,False,False,False,False,False,False,0,False,False,True
99,L47278,1529,32.7,53,False,False,False,False,False,False,0,False,True,False
100,L47279,1523,44.4,55,False,False,False,False,False,False,0,False,True,False
101,L47280,1852,25.0,57,False,False,False,False,False,False,0,False,True,False
102,L47281,1991,20.7,59,False,False,False,False,False,False,0,False,True,False
103,L47282,1555,40.6,61,False,False,False,False,False,False,0,False,True,False
104,M14963,1441,40.5,63,False,False,False,False,False,False,0,False,False,True
105,L47284,1450,43.4,66,False,False,False,False,False,False,0,False,True,False
106,L47285,1591,31.1,68,False,False,False,False,False,False,0,False,True,False
107,L47286,1445,48.5,70,False,False,False,False,False,False,0,False,True,False
108,M14967,1497,46.8,72,False,False,False,False,False,False,0,False,False,True
109,H29522,1621,32.7,75,False,False,False,False,False,False,0,True,False,False
110,L47289,1572,34.1,80,False,False,False,False,False,False,0,False,True,False
111,L47290,1872,22.5,82,False,False,False,False,False,False,0,False,True,False
112,H29525,1499,43.5,84,False,False,False,False,False,False,0,True,False,False
113,M14972,1498,39.5,89,False,False,False,False,False,False,0,False,False,True
114,M14973,1486,41.9,92,False,False,False,False,False,False,0,False,False,True
115,L47294,1680,29.4,95,False,False,False,False,False,False,0,False,True,False
116,L47295,1431,45.7,97,False,False,False,False,False,False,0,False,True,False
117,L47296,1564,34.1,99,False,False,False,False,False,False,0,False,True,False
118,L47297,1599,33.0,101,False,False,False,False,False,False,0,False,True,False
119,M14978,1707,28.1,103,False,False,False,False,False,False,0,False,False,True
120,L47299,1467,40.7,106,False,False,False,False,False,False,0,False,True,False
121,L47300,1433,44.7,108,False,False,False,False,False,False,0,False,True,False
122,L47301,1558,41.2,110,False,False,False,False,False,False,0,False,True,False
123,L47302,1310,50.7,112,False,False,False,False,False,False,0,False,True,False
124,L47303,1546,43.4,114,False,False,False,False,False,False,0,False,True,False
125,L47304,1727,29.4,116,False,False,False,False,False,False,0,False,True,False
126,L47305,1560,32.2,118,False,False,False,False,False,False,0,False,True,False
127,L47306,1329,60.5,120,False,False,False,False,False,False,0,False,True,False
128,L47307,1413,46.5,122,False,False,False,False,False,False,0,False,True,False
129,L47308,1587,38.6,124,False,False,False,False,False,False,0,False,True,False
130,L47309,1559,34.3,126,False,False,False,False,False,False,0,False,True,False
131,L47310,1473,41.1,128,False,False,False,False,False,False,0,False,True,False
132,L47311,1737,27.7,130,False,False,False,False,False,False,0,False,True,False
133,M14992,1441,43.2,132,False,False,False,False,False,False,0,False,False,True
134,M14993,1430,49.6,135,False,False,False,False,False,False,0,False,False,True
135,L47314,1369,53.0,138,False,False,False,False,False,False,0,False,True,False
136,M14995,1711,28.5,140,False,False,False,False,False,False,0,False,False,True
137,H29550,1420,45.7,143,False,False,False,False,False,False,0,True,False,False
138,L47317,1297,55.3,148,False,False,False,False,False,False,0,False,True,False
139,H29552,1449,49.4,150,False,False,False,False,False,False,0,True,False,False
140,L47319,1268,55.8,155,False,False,False,False,False,False,0,False,True,False
141,L47320,1511,36.1,157,False,False,False,False,False,False,0,False,True,False
142,L47321,1544,35.2,159,False,False,False,False,False,False,0,False,True,False
143,M15002,1778,28.2,161,False,False,False,False,False,False,0,False,False,True
144,H29557,1407,50.5,164,False,False,False,False,False,False,0,True,False,False
145,M15004,1391,42.4,169,False,False,False,False,False,False,0,False,False,True
146,L47325,1513,33.6,172,False,False,False,False,False,False,0,False,True,False
147,H29560,1612,36.1,174,False,False,False,False,False,False,0,True,False,False
148,L47327,1515,40.1,179,False,False,False,False,False,False,0,False,True,False
149,M15008,1379,48.0,181,False,False,False,False,False,False,0,False,False,True
150,L47329,1473,39.9,184,False,False,False,False,False,False,0,False,True,False
151,L47330,1422,42.7,186,False,False,False,False,False,False,0,False,True,False
152,M15011,1463,37.6,188,False,False,False,False,False,False,0,False,False,True
153,M15012,1584,41.0,191,False,False,False,False,False,False,0,False,False,True
154,L47333,1850,27.0,194,False,False,False,False,False,False,0,False,True,False
155,L47334,1528,36.2,196,False,False,False,False,False,False,0,False,True,False
156,H29569,1987,19.8,198,False,False,False,False,False,False,0,True,False,False
157,M15016,1495,46.0,203,False,False,False,False,False,False,0,False,False,True
158,H29571,1478,43.5,206,False,False,False,False,False,False,0,True,False,False
159,M15018,1499,40.0,211,False,False,False,False,False,False,0,False,False,True
160,L47339,1471,47.0,214,False,False,False,False,False,False,0,False,True,False
163,L47342,1586,35.5,0,False,False,False,False,False,False,0,False,True,False
164,M15023,1468,43.8,2,False,False,False,False,False,False,0,False,False,True
165,M15024,1440,43.6,5,False,False,False,False,False,False,0,False,False,True
166,L47345,1733,26.0,8,False,False,False,False,False,False,0,False,True,False
167,H29580,1612,32.6,10,False,False,False,False,False,False,0,True,False,False
168,H29581,1458,42.9,15,False,False,False,False,False,False,0,True,False,False
170,L47349,1318,59.1,22,False,False,False,False,False,False,0,False,True,False
171,M15030,1610,35.0,24,False,False,False,False,False,False,0,False,False,True
172,L47351,1462,50.8,27,False,False,False,False,False,False,0,False,True,False
173,M15032,1924,20.8,29,False,False,False,False,False,False,0,False,False,True
174,M15033,1591,33.7,32,False,False,False,False,False,False,0,False,False,True
175,L47354,1306,58.3,35,False,False,False,False,False,False,0,False,True,False
176,L47355,1382,43.5,37,False,False,False,False,False,False,0,False,True,False
177,L47356,1618,34.7,39,False,False,False,False,False,False,0,False,True,False
178,L47357,1988,21.4,41,False,False,False,False,False,False,0,False,True,False
179,L47358,1436,50.2,43,False,False,False,False,False,False,0,False,True,False
180,L47359,1304,49.8,45,False,False,False,False,False,False,0,False,True,False
181,L47360,1475,49.9,47,False,False,False,False,False,False,0,False,True,False
182,H29595,1824,24.2,49,False,False,False,False,False,False,0,True,False,False
183,M15042,1342,48.1,54,False,False,False,False,False,False,0,False,False,True
184,L47363,1485,40.7,57,False,False,False,False,False,False,0,False,True,False
185,L47364,1667,30.6,59,False,False,False,False,False,False,0,False,True,False
186,L47365,1446,38.2,61,False,False,False,False,False,False,0,False,True,False
187,L47366,1301,56.0,63,False,False,False,False,False,False,0,False,True,False
188,L47367,1379,43.1,65,False,False,False,False,False,False,0,False,True,False
189,L47368,1606,33.6,67,False,False,False,False,False,False,0,False,True,False
190,M15049,1539,43.4,69,False,False,False,False,False,False,0,False,False,True
191,L47370,1477,49.9,72,False,False,False,False,False,False,0,False,True,False
192,L47371,1666,34.6,74,False,False,False,False,False,False,0,False,True,False
193,H29606,1398,51.8,76,False,False,False,False,False,False,0,True,False,False
194,H29607,1678,34.6,81,False,False,False,False,False,False,0,True,False,False
196,L47375,1453,42.9,89,False,False,False,False,False,False,0,False,True,False
197,H29610,1432,49.5,91,False,False,False,False,False,False,0,True,False,False
198,M15057,1527,40.9,96,False,False,False,False,False,False,0,False,False,True
199,L47378,1588,35.0,99,False,False,False,False,False,False,0,False,True,False
200,L47379,1433,47.1,101,False,False,False,False,False,False,0,False,True,False
201,L47380,1609,35.0,103,False,False,False,False,False,False,0,False,True,False
202,L47381,1575,41.2,105,False,False,False,False,False,False,0,False,True,False
203,M15062,1636,35.7,107,False,False,False,False,False,False,0,False,False,True
204,L47383,1490,37.9,110,False,False,False,False,False,False,0,False,True,False
205,L47384,1741,32.8,112,False,False,False,False,False,False,0,False,True,False
206,M15065,1344,53.0,114,False,False,False,False,False,False,0,False,False,True
207,L47386,1609,35.3,117,False,False,False,False,False,False,0,False,True,False
209,L47388,1591,36.7,122,False,False,False,False,False,False,0,False,True,False
210,L47389,1477,44.0,124,False,False,False,False,False,False,0,False,True,False
211,L47390,1523,36.1,126,False,False,False,False,False,False,0,False,True,False
212,L47391,1575,33.9,128,False,False,False,False,False,False,0,False,True,False
213,H29626,1344,52.9,130,False,False,False,False,False,False,0,True,False,False
214,L47393,1386,44.9,135,False,False,False,False,False,False,0,False,True,False
215,M15074,1589,37.1,137,False,False,False,False,False,False,0,False,False,True
216,L47395,1548,40.3,140,False,False,False,False,False,False,0,False,True,False
217,L47396,1499,38.3,142,False,False,False,False,False,False,0,False,True,False
218,L47397,1664,31.6,144,False,False,False,False,False,False,0,False,True,False
219,L47398,1447,38.1,146,False,False,False,False,False,False,0,False,True,False
220,M15079,1434,46.2,148,False,False,False,False,False,False,0,False,False,True
221,L47400,1416,52.7,151,False,False,False,False,False,False,0,False,True,False
222,H29635,1827,24.3,153,False,False,False,False,False,False,0,True,False,False
223,L47402,1304,45.0,158,False,False,False,False,False,False,0,False,True,False
224,L47403,1569,34.4,160,False,False,False,False,False,False,0,False,True,False
225,L47404,1584,29.3,162,False,False,False,False,False,False,0,False,True,False
226,L47405,1362,53.8,164,False,False,False,False,False,False,0,False,True,False
227,L47406,1329,49.2,166,False,False,False,False,False,False,0,False,True,False
228,L47407,1539,36.1,168,False,False,False,False,False,False,0,False,True,False
229,M15088,1629,37.1,170,False,False,False,False,False,False,0,False,False,True
230,L47409,1538,32.2,173,False,False,False,False,False,False,0,False,True,False
231,L47410,1570,34.8,175,False,False,False,False,False,False,0,False,True,False
